編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
148,第221條第1項,1721bd5176,"教育程度為高職畢業、現幫養母務農賺取生活費、
    沒有其他收入，亦無須其扶養之人等一切情狀，量處如主文
    所示之刑，以示懲儆。",0,0,0,0,1,0,1,0
149,第221條第1項,1721bd5176,爰審酌被告為逞一時性慾，,0,0,0,0,1,0,1,0
150,第221條第1項,1721bd5176,"且被告犯後一再飾詞否認犯行，毫無悔意
    ，對證人丁○○等人陳稱係甲女合意，使甲女陷於遭受耳語
    非議之苦，對甲女之家庭亦造成傷害，難於量刑上對其為有
    利之考量，",1,0,0,0,0,0,0,1
151,第221條第1項,1721bd5176,"甲女因而產生前揭嚴重之受創後
    壓力症候現象，甚至有自殺之念頭，其所為已造成甲女心靈
    難以抹滅之傷害，",0,1,0,0,0,0,0,1
152,第221條第1項,1721bd5176,"兼衡被告性侵害之手段及並未動手傷
    害甲女，",0,1,0,0,0,1,0,0
153,第221條第1項,1721bd5176,"竟
    罔顧平日情誼，趁甲女對其信賴而獨留在現場收拾殘物之際
    ，強行以前揭強暴方法違反甲女意願對甲女強制性交得逞，
    嚴重侵害甲女之性自主權，",0,0,0,0,1,0,0,1
154,第221條第1項,1721bd5176,"迄今未對甲女表示任何歉意或達成和解獲取甲女
    原諒，所為實不足取，",0,0,1,0,0,0,0,1
155,第221條第1項,1d39bafe31," 更於106年10月3日與Ａ女結為夫妻，Ａ女在審理中亦表示「
    我想請法官還有檢察官法外開恩，能夠輕判一點，因為畢竟
    現在我們已經是夫妻了，雖然剛剛可能女兒，因為女兒看到
    我被他傷害，女兒很心疼，",0,0,0,0,1,1,0,0
156,第221條第1項,1d39bafe31,"參酌被告犯罪之動機、目的、所受之
    剌激、手段、成立累犯、警詢中自述智識程度高職畢業、家
    境貧寒、所生之危害及犯罪後之態度等一切情狀，爰量處如
    主文所示之刑，以示懲儆。",0,0,0,0,1,0,1,0
157,第221條第1項,1d39bafe31,"被告係因一時失慮未週下，始違反Ａ女意願
    ，對Ａ女為強制性交",0,0,0,0,1,0,1,0
158,第221條第1項,1d39bafe31,"審酌被告犯案時，與被害人已係
    同居男女關係",0,0,0,0,1,0,1,0
159,第221條第1項,1d39bafe31,然被告在事發後，已取得Ａ女原諒，,0,0,1,0,0,1,0,0
160,第221條第1項,1d42261f49,"專科畢業、未婚無子、獨住、從事樹木
    修剪、家境普通等智識程度及家庭狀況，此有被告陳述及個
    人戶籍資料查詢結果可稽（見本院卷第13頁、第218頁）等
    一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
161,第221條第1項,1d42261f49,"並兼衡被告因愛慕甲女而為強制性交
    之動機、目的；",0,0,0,0,1,0,1,0
162,第221條第1項,1d42261f49,為滿足一己私慾,0,0,0,0,1,0,1,0
163,第221條第1項,1d42261f49,"以
    強暴方式之手段為性交行為，顯然欠缺尊重他人身體自主權
    之守法觀念，並已嚴重戕害甲女身心健全發展及身體、生命
    安全，惡性重大，所為均屬不該",0,1,0,0,0,0,0,1
164,第221條第1項,1d42261f49,"前無同類型犯罪前科紀錄之素行，有臺灣高
    等法院被告前案紀錄表在卷可稽",0,0,0,1,0,1,0,0
165,第221條第1項,1d42261f49,"於事後尚未與甲女達
    成和解犯後態度一情，此有告訴人陳述（見本院卷第115頁
    至第116頁）可佐；",0,0,1,0,0,0,0,1
166,第221條第1項,1dce3e0855,"甲女於被告表現欲與其性交時，已明確表示不欲與被告發生
    性關係，被告仍執意以強暴手段將甲女壓在沙發上、掀起甲
    女上衣、內衣，脫除甲女之內褲、外褲與甲女性交，顯見其
    未能尊重女性之身體與性自主權，所為甚屬不是，",0,0,0,0,1,0,0,1
167,第221條第1項,1dce3e0855,"惟兼衡告訴人甲女為已婚身分
    ，本案發生前數月至1 年間，亦未妥善處理其與被告間異性
    好友交往之分際，而有不當，衡酌被告為高職畢業、曾於市
    場擺攤，無家人需扶養，經濟情況普通之智識程度、家庭、
    經濟情況（見本院卷第117頁），量處如主文所示之刑。",0,0,0,0,1,0,1,0
168,第221條第1項,1dce3e0855,"又犯後未
    能坦白認錯，",1,0,0,0,0,0,0,1
169,第221條第1項,1dce3e0855,爰審酌被告與告訴人甲女雖曾為感情較親密之友好關係，,0,0,0,0,1,0,1,0
170,第221條第1項,1dce3e0855,"又犯後未
    能坦白認錯，尋求甲女諒解，",0,0,1,0,0,0,0,1
171,第221條第1項,1f12d623d5,"復考量被告年屆七旬，年事已高，不適宜長期入監
    服刑施以矯正，兼衡其於本院審理中自陳大學畢業、現已退
    休無業、家中無人需其扶養等語（見本院卷第156 、157 頁
    ）之智識程度、家庭與生活狀況等一切情狀，量處如主文所
    示之刑，以資警惕。",0,0,0,0,1,0,1,0
172,第221條第1項,1f12d623d5,"爰審酌被告為逞一己之性慾，竟違反告訴人之意願，對處於
    弱勢境況之外籍告訴人為性交行為，",0,0,0,0,1,0,1,0
173,第221條第1項,1f12d623d5,復於犯後飾詞否認犯行，,1,0,0,0,0,0,0,1
174,第221條第1項,1f12d623d5,"爰審酌被告為逞一己之性慾，竟違反告訴人之意願，對處於
    弱勢境況之外籍告訴人為性交行為，致告訴人受有嚴重之身
    心傷害，",0,1,0,0,0,0,0,1
175,第221條第1項,1f12d623d5,"且因被告並未以不法腕力或其他施
    以強制力之方式，據以違反告訴人之意願以實施犯行，是其
    犯罪手段尚非殘忍，核與實施強制力遂行強制性交犯行之態
    樣有別。",0,1,0,0,0,1,0,0
176,第221條第1項,1f12d623d5,"惟念被告並無前
    科，素行良好，有臺灣高等法院被告前案紀錄表1 份存卷可
    查（見本院卷第13頁），",0,0,0,1,0,1,0,0
177,第221條第1項,1f12d623d5,"且迄至本院言詞辯論終結
    前均未與告訴人達成和解，所為甚屬不該。",0,0,1,0,0,0,0,1
178,第221條第1項,20e7d14f6f,"兼衡本件被害人過失程度，被告於本院
      審理中自述目前為大學四年級學生之教育程度、目前從事
      會計與櫃檯服務人員、經濟狀況不佳之生活狀況（本院卷
      第50頁反面）等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
179,第221條第1項,20e7d14f6f,又被告犯後否認犯罪，以矯飾其犯行，,1,0,0,0,0,0,0,1
180,第221條第1項,20e7d14f6f,"竟為逞一己之私慾，乘A
      女同意為其猥褻之機會，藉機強行對A 女為上開強制性交
      犯行，影響A 女之身心健康及人格健全發展，其所為自應
      予非難；",0,1,0,0,0,0,0,1
181,第221條第1項,20e7d14f6f,爰審酌被告與A 女為同學關係，,0,0,0,0,1,0,1,0
182,第221條第1項,20e7d14f6f,"並考量被告無前科之前科紀錄
      ，有臺灣高等法院被告前案紀錄表存卷可查（本院卷第11
      頁），素行尚可",0,0,0,1,0,1,0,0
183,第221條第1項,20e7d14f6f,"事後未與
      A 女達成和解，惡性重大；",0,0,1,0,0,0,0,1
184,第221條第1項,22d721c1fd,"被告學歷為高職畢業的智識程度、目前為水電工及禮儀社人
    員，經濟狀況普通（見被告之陳述，本院卷第279 頁），及
    其他刑法第57條各款所規定的事項。",0,0,0,0,1,0,1,0
185,第221條第1項,22d721c1fd,被告否認違背甲女意願而為性交行為。,1,0,0,0,0,0,1,0
186,第221條第1項,22d721c1fd,被告與甲女於案發前曾是男女朋友關係。,0,0,0,0,1,0,1,0
187,第221條第1項,22d721c1fd,"被告迄未與甲女成立和解，亦未為任何賠償，甲女亦於審判
    程序時請求對被告從重量刑等語（見本院卷第279 頁）",0,0,1,0,0,0,0,1
188,第221條第1項,24368dc80c,"暨審酌其本案對A 女強制性交之行為手段及方式；及被
    告目前高中在學，與父母、姊姊同住，家境普通之家庭經濟
    狀況（見侵訴卷第153 頁被告於本院審判程序所述）等一切
    情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
189,第221條第1項,24368dc80c,"業於本院坦承犯行之犯後態
    度；",1,0,0,0,0,1,0,0
190,第221條第1項,24368dc80c,"爰審酌被告利用慶生機會，罔顧A女對其之信賴，恣意對A女
    為前揭強制性交犯行，侵害A 女之性自主權及身心健康，且
    迄今尚無法獲取A 女之諒解，實應給予相當之責難；",0,1,0,0,0,0,0,1
191,第221條第1項,24368dc80c,"兼衡其
    前無任何犯罪紀錄之前科素行",0,0,0,1,0,1,0,0
192,第221條第1項,24368dc80c,"且
    迄今尚無法獲取A 女之諒解，實應給予相當之責難；",0,0,1,0,0,0,0,1
193,第221條第1項,24ac77bd25,"復兼衡被告自述其係大學畢業，未婚
    ，無子女，在大賣場工作，月收入將近5 萬元，目前一個人
    獨居之教育程度及家庭、經濟狀況等一切情狀，量處有期徒
    刑4 年10月，以示懲儆。",0,0,0,0,1,0,1,0
194,第221條第1項,24ac77bd25,審酌被告為圖滿足一己之慾,0,0,0,0,1,0,0,1
195,第221條第1項,24ac77bd25,"且犯後猶飾詞否認犯行，犯後
    態度難認良好，",1,0,0,0,0,0,0,1
196,第221條第1項,24ac77bd25,"不知尊重他人之性自主自由
    ，恣意違反Ａ女之意願而對其為強制性交行為，使Ａ女承受
    自主權及身體遭侵犯之苦痛",0,1,0,0,0,0,0,1
197,第221條第1項,24ac77bd25,"並斟酌被告實行本件犯罪之手段，造成Ａ女
    身心傷害之嚴重程度，",0,1,0,0,0,0,1,0
198,第221條第1項,24acacce79,"兼衡其犯罪之動機、手段、高中
    肄業之智識程度、家境小康及從事農作工作等一切情狀，量
    處如主文項所示之刑。",0,0,0,0,1,0,1,0
199,第221條第1項,24acacce79,兼衡其犯罪之動機、,0,0,0,0,1,0,1,0
200,第221條第1項,24acacce79,"另審酌
    被告犯罪後，始終否認犯行，",1,0,0,0,0,0,0,1
201,第221條第1項,24acacce79,"審酌被告利用告訴人甲女急迫無助之心理狀態，對告訴人甲
    女佯稱冤親債主重，得以排氣改運相惑之詞，壓抑告訴人甲
    女理性思考空間，對告訴人甲女為強制性交，對告訴人甲女
    性自主權及身心健康戕害甚鉅，所為實應嚴予非難；",0,1,0,0,0,0,0,1
202,第221條第1項,24acacce79,"及迄今仍未與告訴人甲女達成
    和解，彌補所造成之損害，",0,0,1,0,0,0,0,1
203,第221條第1項,25334096ea,"兼衡被告自陳專科畢業之智識程度，家中經濟清寒等
    生活狀況（見本院卷第103頁之審理筆錄）等一切情狀，量
    處如主文所示之刑，以資懲儆。",0,0,0,0,1,0,1,0
204,第221條第1項,25334096ea,"考量被告於本
    院審理時坦承犯行，犯後態度尚可，",1,0,0,0,0,0,1,0
205,第221條第1項,25334096ea,"被告明知被害人甲乙係14歲以上未滿18歲之少
    年，性自主及判斷能力均尚未成熟，卻未能謹守分際，僅因
    一己私慾，搭載乙○前往住處對乙○為強制性交行為，影響
    乙○之身心健康與人格發展，所為殊無足取",0,1,0,0,0,0,0,1
206,第221條第1項,25334096ea,"爰審酌被告並無前科，素行良好，有臺灣高等法院被告前案
    紀錄表可稽",0,0,0,1,0,1,0,0
207,第221條第1項,25334096ea,"且明白表示願與乙○和
    解，惟乙○目前身心仍受創尚未回復而拒絕與被告商談和解
    事宜；",0,0,1,0,0,0,1,0
208,第221條第1項,262f5bd5f3,"、被告生活狀況、智識程度、
    家庭經濟狀況（見本院卷第100 頁）等一切情狀，量處如主
    文所示之刑，以資懲儆。",0,0,0,0,1,0,1,0
209,第221條第1項,262f5bd5f3,惟念被告於偵訊時及本院審理中坦承犯行,1,0,0,0,0,1,0,0
210,第221條第1項,262f5bd5f3,"兼衡本件犯行使用之強暴、脅迫手段、所生危害程
    度（含告訴人所受傷勢程度）",0,1,0,0,0,0,1,0
211,第221條第1項,262f5bd5f3, ，並取得告訴人及其母之諒解，,0,0,1,0,0,1,0,0
212,第221條第1項,2777f8dd52,"並考量被告犯罪之動機、目的、手段，兼
    衡被告之智識程度及生活狀況",0,0,0,0,1,0,1,0
213,第221條第1項,2777f8dd52,"又被告為滿足自身性慾
    ，違反告訴人甲女之性自主意願，對告訴人甲女強制性交，
    不知尊重告訴人甲女之身體自主權，所為甚不可取，",0,0,0,0,1,0,0,1
214,第221條第1項,2777f8dd52,"且於犯
    後飾詞卸責，未見悔意，",1,0,0,0,0,0,0,1
215,第221條第1項,2777f8dd52,"爰審酌被告前曾有詐欺、竊盜、非駕業務過失致死、妨害性
    自主及違反性侵害犯罪防治法等前科，此有臺灣高等法院被
    告前案紀錄表在卷可參，素行不佳；",0,0,0,1,0,0,0,1
216,第221條第1項,2777f8dd52,"復未與告訴人甲女和解或賠償損害
    ，犯後態度不佳；",0,0,1,0,0,0,0,1
217,第221條第1項,2981ac3ce1,"又明知酒精成分對人之意識能力具有不良影響，仍
    飲酒過量而為本案犯行；",0,0,0,0,1,0,1,0
218,第221條第1項,2981ac3ce1,"再者，被告學歷為高中畢業、職業為工（見警卷第
    4 頁調查筆錄受詢問人欄）等一切情狀，量處如主文所示之
    刑。",0,0,0,0,1,0,1,0
219,第221條第1項,2981ac3ce1,另被告迄今均否認犯行，,1,0,0,0,0,0,0,1
220,第221條第1項,2981ac3ce1,"爰審酌被告：為逞一己淫慾，竟不知自我約束，對於甲女以
    其他違反其意願之方法而為強制性交，顯未尊重女性性自主
    權，且造成甲女身心不可抹滅之傷痛，嚴重影響甲女之人格
    、心理；",0,1,0,0,0,0,0,1
221,第221條第1項,2981ac3ce1,"暨被告無前科，有臺灣高等法院被
    告前案紀錄表1 份附卷可參，素行尚可；",0,0,0,1,0,0,1,0
222,第221條第1項,2981ac3ce1,"且尚未與告訴人達成調解
    或和解，有調解筆錄各1 份（見本院卷第203 至207 頁）在
    卷可參；",0,0,1,0,0,0,0,1
223,第221條第1項,2ac0388939,"復兼衡其犯罪
    動機、手段、目的、犯罪情節、所生危害及被告智識程度為
    大湖農工畢業、目前無業、家庭狀況、經濟收入及被害人就
    本案量刑建由依法處理之意見（見本院卷第108 頁）等一切
    情狀，量處如主文所示之刑，以示儆懲。",0,0,0,0,1,0,1,0
224,第221條第1項,2ac0388939,"復
    審酌被告為圖一己性慾之滿足，無視於女性對於自己及性自
    主之決定權，",0,0,0,0,1,0,1,0
225,第221條第1項,2ac0388939,"且其犯後迄
    今矢口否認其有違反被害人意願，未見悔意；",1,0,0,0,0,0,0,1
226,第221條第1項,2ac0388939,"復
    審酌被告為圖一己性慾之滿足，無視於女性對於自己及性自
    主之決定權，以違反意願之方式，對證人A 女為強制性交得
    逞，足見其對兩性觀念之偏差，未有尊重女性之認知，罔顧
    被害人身心、人格健全發展，對被害人造成之傷害甚深，犯
    罪情節及其惡性實屬重大，",0,1,0,0,0,0,0,1
227,第221條第1項,2ac0388939,"爰審酌被告前無因故意犯罪受有期徒刑以上刑之宣告，素行
    尚可，此有臺灣高等法院被告前案紀錄表1 份在卷可稽；",0,0,0,1,0,0,1,0
228,第221條第1項,2d4bdb97e0,"高職畢業之智識程度、經濟狀況勉強
      維持等一切具體情狀，量處如主文所示之刑，以資懲戒。",0,0,0,0,1,0,1,0
229,第221條第1項,2d4bdb97e0,再參以其犯罪動機、,0,0,0,0,1,0,1,0
230,第221條第1項,2d4bdb97e0,"再審酌被告於本院審理時
      坦承犯行，",1,0,0,0,0,1,0,0
